Transaction_id,Account_id,OpeningDate_ID,Amount,TransactionDate_ID
25,508,671,236.09,315
25,509,671,236.09,315
25,621,671,236.09,315
25,622,671,236.09,315
25,623,671,236.09,315
25,624,671,236.09,315
25,1187,671,236.09,315
25,1188,671,236.09,315
25,1189,671,236.09,315
25,1190,671,236.09,315
25,1475,671,236.09,315
25,1476,671,236.09,315
25,1477,671,236.09,315
25,1478,671,236.09,315
26,43,1484,297.99,1217
26,44,1484,297.99,1217
26,45,1484,297.99,1217
26,80,1484,297.99,1217
26,81,1484,297.99,1217
26,82,1484,297.99,1217
26,83,1484,297.99,1217
26,84,1484,297.99,1217
26,85,1484,297.99,1217
26,420,1484,297.99,1217
26,421,1484,297.99,1217
26,422,1484,297.99,1217
26,1054,1484,297.99,1217
26,1055,1484,297.99,1217
26,1056,1484,297.99,1217
26,1502,1484,297.99,1217
26,1503,1484,297.99,1217
26,1504,1484,297.99,1217
26,43,1484,297.99,1217
26,44,1484,297.99,1217
26,45,1484,297.99,1217
26,80,1484,297.99,1217
26,81,1484,297.99,1217
26,82,1484,297.99,1217
26,83,1484,297.99,1217
26,84,1484,297.99,1217
26,85,1484,297.99,1217
26,420,1484,297.99,1217
26,421,1484,297.99,1217
26,422,1484,297.99,1217
26,1054,1484,297.99,1217
26,1055,1484,297.99,1217
26,1056,1484,297.99,1217
26,1502,1484,297.99,1217
26,1503,1484,297.99,1217
26,1504,1484,297.99,1217
26,43,1484,297.99,1217
26,44,1484,297.99,1217
26,45,1484,297.99,1217
26,80,1484,297.99,1217
26,81,1484,297.99,1217
26,82,1484,297.99,1217
26,83,1484,297.99,1217
26,84,1484,297.99,1217
26,85,1484,297.99,1217
26,420,1484,297.99,1217
26,421,1484,297.99,1217
26,422,1484,297.99,1217
26,1054,1484,297.99,1217
26,1055,1484,297.99,1217
26,1056,1484,297.99,1217
26,1502,1484,297.99,1217
26,1503,1484,297.99,1217
26,1504,1484,297.99,1217
27,46,887,147.5,18
27,47,887,147.5,18
27,163,887,147.5,18
27,164,887,147.5,18
27,510,887,147.5,18
27,511,887,147.5,18
27,875,887,147.5,18
27,876,887,147.5,18
27,1110,887,147.5,18
27,1111,887,147.5,18
27,1272,887,147.5,18
27,1273,887,147.5,18
27,1423,887,147.5,18
27,1424,887,147.5,18
27,46,887,147.5,18
27,47,887,147.5,18
27,163,887,147.5,18
27,164,887,147.5,18
27,510,887,147.5,18
27,511,887,147.5,18
27,875,887,147.5,18
27,876,887,147.5,18
27,1110,887,147.5,18
27,1111,887,147.5,18
27,1272,887,147.5,18
27,1273,887,147.5,18
27,1423,887,147.5,18
27,1424,887,147.5,18
29,49,1223,351.38,870
29,234,1223,351.38,870
29,981,1223,351.38,870
30,50,867,403.71,1414
30,974,867,403.71,1414
30,1035,867,403.71,1414
30,1232,867,403.71,1414
31,51,274,358.37,973
31,602,274,358.37,973
31,1043,274,358.37,973
31,1084,274,358.37,973
31,1106,274,358.37,973
31,1521,274,358.37,973
32,52,694,140.67,1043
32,53,694,140.67,1043
32,183,694,140.67,1043
32,184,694,140.67,1043
32,245,694,140.67,1043
32,246,694,140.67,1043
32,494,694,140.67,1043
32,495,694,140.67,1043
32,1048,694,140.67,1043
32,1049,694,140.67,1043
32,1323,694,140.67,1043
32,1324,694,140.67,1043
32,52,694,140.67,1043
32,53,694,140.67,1043
32,183,694,140.67,1043
32,184,694,140.67,1043
32,245,694,140.67,1043
32,246,694,140.67,1043
32,494,694,140.67,1043
32,495,694,140.67,1043
32,1048,694,140.67,1043
32,1049,694,140.67,1043
32,1323,694,140.67,1043
32,1324,694,140.67,1043
34,56,1356,93.16,259
34,57,1356,93.16,259
34,58,1356,93.16,259
34,326,1356,93.16,259
34,327,1356,93.16,259
34,328,1356,93.16,259
34,330,1356,93.16,259
34,331,1356,93.16,259
34,332,1356,93.16,259
34,605,1356,93.16,259
34,606,1356,93.16,259
34,607,1356,93.16,259
34,629,1356,93.16,259
34,630,1356,93.16,259
34,631,1356,93.16,259
34,752,1356,93.16,259
34,753,1356,93.16,259
34,754,1356,93.16,259
34,1068,1356,93.16,259
34,1069,1356,93.16,259
34,1070,1356,93.16,259
34,1071,1356,93.16,259
34,1072,1356,93.16,259
34,1073,1356,93.16,259
34,1364,1356,93.16,259
34,1365,1356,93.16,259
34,1366,1356,93.16,259
34,1463,1356,93.16,259
34,1464,1356,93.16,259
34,1465,1356,93.16,259
34,56,1356,93.16,259
34,57,1356,93.16,259
34,58,1356,93.16,259
34,326,1356,93.16,259
34,327,1356,93.16,259
34,328,1356,93.16,259
34,330,1356,93.16,259
34,331,1356,93.16,259
34,332,1356,93.16,259
34,605,1356,93.16,259
34,606,1356,93.16,259
34,607,1356,93.16,259
34,629,1356,93.16,259
34,630,1356,93.16,259
34,631,1356,93.16,259
34,752,1356,93.16,259
34,753,1356,93.16,259
34,754,1356,93.16,259
34,1068,1356,93.16,259
34,1069,1356,93.16,259
34,1070,1356,93.16,259
34,1071,1356,93.16,259
34,1072,1356,93.16,259
34,1073,1356,93.16,259
34,1364,1356,93.16,259
34,1365,1356,93.16,259
34,1366,1356,93.16,259
34,1463,1356,93.16,259
34,1464,1356,93.16,259
34,1465,1356,93.16,259
34,56,1356,93.16,259
34,57,1356,93.16,259
34,58,1356,93.16,259
34,326,1356,93.16,259
34,327,1356,93.16,259
34,328,1356,93.16,259
34,330,1356,93.16,259
34,331,1356,93.16,259
34,332,1356,93.16,259
34,605,1356,93.16,259
34,606,1356,93.16,259
34,607,1356,93.16,259
34,629,1356,93.16,259
34,630,1356,93.16,259
34,631,1356,93.16,259
34,752,1356,93.16,259
34,753,1356,93.16,259
34,754,1356,93.16,259
34,1068,1356,93.16,259
34,1069,1356,93.16,259
34,1070,1356,93.16,259
34,1071,1356,93.16,259
34,1072,1356,93.16,259
34,1073,1356,93.16,259
34,1364,1356,93.16,259
34,1365,1356,93.16,259
34,1366,1356,93.16,259
34,1463,1356,93.16,259
34,1464,1356,93.16,259
34,1465,1356,93.16,259
37,61,781,30.0,1151
37,62,781,30.0,1151
37,391,781,30.0,1151
37,392,781,30.0,1151
37,521,781,30.0,1151
37,522,781,30.0,1151
37,608,781,30.0,1151
37,609,781,30.0,1151
37,746,781,30.0,1151
37,747,781,30.0,1151
37,1236,781,30.0,1151
37,1237,781,30.0,1151
37,1371,781,30.0,1151
37,1372,781,30.0,1151
37,1491,781,30.0,1151
37,1492,781,30.0,1151
37,61,781,30.0,1151
37,62,781,30.0,1151
37,391,781,30.0,1151
37,392,781,30.0,1151
37,521,781,30.0,1151
37,522,781,30.0,1151
37,608,781,30.0,1151
37,609,781,30.0,1151
37,746,781,30.0,1151
37,747,781,30.0,1151
37,1236,781,30.0,1151
37,1237,781,30.0,1151
37,1371,781,30.0,1151
37,1372,781,30.0,1151
37,1491,781,30.0,1151
37,1492,781,30.0,1151
38,63,447,494.22,1006
38,727,447,494.22,1006
38,898,447,494.22,1006
38,900,447,494.22,1006
38,997,447,494.22,1006
38,1102,447,494.22,1006
38,1137,447,494.22,1006
39,64,1221,465.1,537
39,564,1221,465.1,537
39,748,1221,465.1,537
39,1369,1221,465.1,537
39,1462,1221,465.1,537
41,68,679,105.12,1064
41,69,679,105.12,1064
41,109,679,105.12,1064
41,110,679,105.12,1064
41,119,679,105.12,1064
41,120,679,105.12,1064
41,203,679,105.12,1064
41,204,679,105.12,1064
41,1409,679,105.12,1064
41,1410,679,105.12,1064
41,1466,679,105.12,1064
41,1467,679,105.12,1064
41,68,679,105.12,1064
41,69,679,105.12,1064
41,109,679,105.12,1064
41,110,679,105.12,1064
41,119,679,105.12,1064
41,120,679,105.12,1064
41,203,679,105.12,1064
41,204,679,105.12,1064
41,1409,679,105.12,1064
41,1410,679,105.12,1064
41,1466,679,105.12,1064
41,1467,679,105.12,1064
43,71,151,328.65,321
43,72,151,328.65,321
43,73,151,328.65,321
43,200,151,328.65,321
43,201,151,328.65,321
43,202,151,328.65,321
43,297,151,328.65,321
43,298,151,328.65,321
43,299,151,328.65,321
43,409,151,328.65,321
43,410,151,328.65,321
43,411,151,328.65,321
43,728,151,328.65,321
43,729,151,328.65,321
43,730,151,328.65,321
43,736,151,328.65,321
43,737,151,328.65,321
43,738,151,328.65,321
43,879,151,328.65,321
43,880,151,328.65,321
43,881,151,328.65,321
43,1259,151,328.65,321
43,1260,151,328.65,321
43,1261,151,328.65,321
43,71,151,328.65,321
43,72,151,328.65,321
43,73,151,328.65,321
43,200,151,328.65,321
43,201,151,328.65,321
43,202,151,328.65,321
43,297,151,328.65,321
43,298,151,328.65,321
43,299,151,328.65,321
43,409,151,328.65,321
43,410,151,328.65,321
43,411,151,328.65,321
43,728,151,328.65,321
43,729,151,328.65,321
43,730,151,328.65,321
43,736,151,328.65,321
43,737,151,328.65,321
43,738,151,328.65,321
43,879,151,328.65,321
43,880,151,328.65,321
43,881,151,328.65,321
43,1259,151,328.65,321
43,1260,151,328.65,321
43,1261,151,328.65,321
43,71,151,328.65,321
43,72,151,328.65,321
43,73,151,328.65,321
43,200,151,328.65,321
43,201,151,328.65,321
43,202,151,328.65,321
43,297,151,328.65,321
43,298,151,328.65,321
43,299,151,328.65,321
43,409,151,328.65,321
43,410,151,328.65,321
43,411,151,328.65,321
43,728,151,328.65,321
43,729,151,328.65,321
43,730,151,328.65,321
43,736,151,328.65,321
43,737,151,328.65,321
43,738,151,328.65,321
43,879,151,328.65,321
43,880,151,328.65,321
43,881,151,328.65,321
43,1259,151,328.65,321
43,1260,151,328.65,321
43,1261,151,328.65,321
44,74,818,448.75,670
44,231,818,448.75,670
44,520,818,448.75,670
44,636,818,448.75,670
44,735,818,448.75,670
44,807,818,448.75,670
44,1116,818,448.75,670
44,1505,818,448.75,670
47,77,676,167.84,62
47,78,676,167.84,62
47,79,676,167.84,62
47,131,676,167.84,62
47,132,676,167.84,62
47,133,676,167.84,62
47,314,676,167.84,62
47,315,676,167.84,62
47,316,676,167.84,62
47,436,676,167.84,62
47,437,676,167.84,62
47,438,676,167.84,62
47,532,676,167.84,62
47,533,676,167.84,62
47,534,676,167.84,62
47,657,676,167.84,62
47,658,676,167.84,62
47,659,676,167.84,62
47,1445,676,167.84,62
47,1446,676,167.84,62
47,1447,676,167.84,62
47,77,676,167.84,62
47,78,676,167.84,62
47,79,676,167.84,62
47,131,676,167.84,62
47,132,676,167.84,62
47,133,676,167.84,62
47,314,676,167.84,62
47,315,676,167.84,62
47,316,676,167.84,62
47,436,676,167.84,62
47,437,676,167.84,62
47,438,676,167.84,62
47,532,676,167.84,62
47,533,676,167.84,62
47,534,676,167.84,62
47,657,676,167.84,62
47,658,676,167.84,62
47,659,676,167.84,62
47,1445,676,167.84,62
47,1446,676,167.84,62
47,1447,676,167.84,62
47,77,676,167.84,62
47,78,676,167.84,62
47,79,676,167.84,62
47,131,676,167.84,62
47,132,676,167.84,62
47,133,676,167.84,62
47,314,676,167.84,62
47,315,676,167.84,62
47,316,676,167.84,62
47,436,676,167.84,62
47,437,676,167.84,62
47,438,676,167.84,62
47,532,676,167.84,62
47,533,676,167.84,62
47,534,676,167.84,62
47,657,676,167.84,62
47,658,676,167.84,62
47,659,676,167.84,62
47,1445,676,167.84,62
47,1446,676,167.84,62
47,1447,676,167.84,62
48,43,1484,387.49,1158
48,44,1484,387.49,1158
48,45,1484,387.49,1158
48,80,1484,387.49,1158
48,81,1484,387.49,1158
48,82,1484,387.49,1158
48,83,1484,387.49,1158
48,84,1484,387.49,1158
48,85,1484,387.49,1158
48,420,1484,387.49,1158
48,421,1484,387.49,1158
48,422,1484,387.49,1158
48,1054,1484,387.49,1158
48,1055,1484,387.49,1158
48,1056,1484,387.49,1158
48,1502,1484,387.49,1158
48,1503,1484,387.49,1158
48,1504,1484,387.49,1158
48,43,1484,387.49,1158
48,44,1484,387.49,1158
48,45,1484,387.49,1158
48,80,1484,387.49,1158
48,81,1484,387.49,1158
48,82,1484,387.49,1158
48,83,1484,387.49,1158
48,84,1484,387.49,1158
48,85,1484,387.49,1158
48,420,1484,387.49,1158
48,421,1484,387.49,1158
48,422,1484,387.49,1158
48,1054,1484,387.49,1158
48,1055,1484,387.49,1158
48,1056,1484,387.49,1158
48,1502,1484,387.49,1158
48,1503,1484,387.49,1158
48,1504,1484,387.49,1158
48,43,1484,387.49,1158
48,44,1484,387.49,1158
48,45,1484,387.49,1158
48,80,1484,387.49,1158
48,81,1484,387.49,1158
48,82,1484,387.49,1158
48,83,1484,387.49,1158
48,84,1484,387.49,1158
48,85,1484,387.49,1158
48,420,1484,387.49,1158
48,421,1484,387.49,1158
48,422,1484,387.49,1158
48,1054,1484,387.49,1158
48,1055,1484,387.49,1158
48,1056,1484,387.49,1158
48,1502,1484,387.49,1158
48,1503,1484,387.49,1158
48,1504,1484,387.49,1158
50,86,1150,227.4,1446
50,263,1150,227.4,1446
50,1083,1150,227.4,1446
50,1406,1150,227.4,1446
53,92,1370,50.99,529
53,257,1370,50.99,529
53,576,1370,50.99,529
53,708,1370,50.99,529
53,885,1370,50.99,529
53,909,1370,50.99,529
53,1541,1370,50.99,529
54,93,960,426.91,819
54,182,960,426.91,819
54,193,960,426.91,819
54,256,960,426.91,819
54,386,960,426.91,819
54,684,960,426.91,819
54,704,960,426.91,819
54,851,960,426.91,819
54,1439,960,426.91,819
55,94,334,86.29,1091
55,188,334,86.29,1091
55,255,334,86.29,1091
55,528,334,86.29,1091
57,96,226,271.18,407
57,655,226,271.18,407
57,955,226,271.18,407
57,1003,226,271.18,407
57,1108,226,271.18,407
57,1534,226,271.18,407
58,97,160,337.93,296
58,155,160,337.93,296
58,205,160,337.93,296
58,431,160,337.93,296
58,563,160,337.93,296
58,806,160,337.93,296
58,1148,160,337.93,296
58,1515,160,337.93,296
60,99,1262,299.22,1217
60,523,1262,299.22,1217
60,634,1262,299.22,1217
60,769,1262,299.22,1217
60,1383,1262,299.22,1217
62,101,1099,309.22,1166
62,360,1099,309.22,1166
62,412,1099,309.22,1166
62,877,1099,309.22,1166
62,1270,1099,309.22,1166
62,1306,1099,309.22,1166
62,1425,1099,309.22,1166
63,102,339,381.28,328
63,705,339,381.28,328
63,791,339,381.28,328
63,860,339,381.28,328
63,1533,339,381.28,328
67,106,614,298.4,959
67,170,614,298.4,959
67,356,614,298.4,959
67,615,614,298.4,959
67,1179,614,298.4,959
67,1526,614,298.4,959
68,107,1200,132.43,710
68,393,1200,132.43,710
68,944,1200,132.43,710
68,1164,1200,132.43,710
69,108,253,490.26,1269
69,192,253,490.26,1269
69,1121,253,490.26,1269
70,68,679,136.12,613
70,69,679,136.12,613
70,109,679,136.12,613
70,110,679,136.12,613
70,119,679,136.12,613
70,120,679,136.12,613
70,203,679,136.12,613
70,204,679,136.12,613
70,1409,679,136.12,613
70,1410,679,136.12,613
70,1466,679,136.12,613
70,1467,679,136.12,613
70,68,679,136.12,613
70,69,679,136.12,613
70,109,679,136.12,613
70,110,679,136.12,613
70,119,679,136.12,613
70,120,679,136.12,613
70,203,679,136.12,613
70,204,679,136.12,613
70,1409,679,136.12,613
70,1410,679,136.12,613
70,1466,679,136.12,613
70,1467,679,136.12,613
71,111,1215,67.63,72
71,355,1215,67.63,72
71,713,1215,67.63,72
71,979,1215,67.63,72
74,116,671,381.9,1466
74,134,671,381.9,1466
74,273,671,381.9,1466
74,455,671,381.9,1466
74,466,671,381.9,1466
74,789,671,381.9,1466
74,802,671,381.9,1466
74,1124,671,381.9,1466
76,118,1283,364.14,1001
76,1098,1283,364.14,1001
76,1314,1283,364.14,1001
76,1350,1283,364.14,1001
77,68,679,287.91,133
77,69,679,287.91,133
77,109,679,287.91,133
77,110,679,287.91,133
77,119,679,287.91,133
77,120,679,287.91,133
77,203,679,287.91,133
77,204,679,287.91,133
77,1409,679,287.91,133
77,1410,679,287.91,133
77,1466,679,287.91,133
77,1467,679,287.91,133
77,68,679,287.91,133
77,69,679,287.91,133
77,109,679,287.91,133
77,110,679,287.91,133
77,119,679,287.91,133
77,120,679,287.91,133
77,203,679,287.91,133
77,204,679,287.91,133
77,1409,679,287.91,133
77,1410,679,287.91,133
77,1466,679,287.91,133
77,1467,679,287.91,133
78,121,798,57.33,989
78,482,798,57.33,989
78,1029,798,57.33,989
82,128,83,61.79,1300
82,129,83,61.79,1300
82,581,83,61.79,1300
82,582,83,61.79,1300
82,643,83,61.79,1300
82,644,83,61.79,1300
82,128,83,61.79,1300
82,129,83,61.79,1300
82,581,83,61.79,1300
82,582,83,61.79,1300
82,643,83,61.79,1300
82,644,83,61.79,1300
84,77,676,418.3,1348
84,78,676,418.3,1348
84,79,676,418.3,1348
84,131,676,418.3,1348
84,132,676,418.3,1348
84,133,676,418.3,1348
84,314,676,418.3,1348
84,315,676,418.3,1348
84,316,676,418.3,1348
84,436,676,418.3,1348
84,437,676,418.3,1348
84,438,676,418.3,1348
84,532,676,418.3,1348
84,533,676,418.3,1348
84,534,676,418.3,1348
84,657,676,418.3,1348
84,658,676,418.3,1348
84,659,676,418.3,1348
84,1445,676,418.3,1348
84,1446,676,418.3,1348
84,1447,676,418.3,1348
84,77,676,418.3,1348
84,78,676,418.3,1348
84,79,676,418.3,1348
84,131,676,418.3,1348
84,132,676,418.3,1348
84,133,676,418.3,1348
84,314,676,418.3,1348
84,315,676,418.3,1348
84,316,676,418.3,1348
84,436,676,418.3,1348
84,437,676,418.3,1348
84,438,676,418.3,1348
84,532,676,418.3,1348
84,533,676,418.3,1348
84,534,676,418.3,1348
84,657,676,418.3,1348
84,658,676,418.3,1348
84,659,676,418.3,1348
84,1445,676,418.3,1348
84,1446,676,418.3,1348
84,1447,676,418.3,1348
84,77,676,418.3,1348
84,78,676,418.3,1348
84,79,676,418.3,1348
84,131,676,418.3,1348
84,132,676,418.3,1348
84,133,676,418.3,1348
84,314,676,418.3,1348
84,315,676,418.3,1348
84,316,676,418.3,1348
84,436,676,418.3,1348
84,437,676,418.3,1348
84,438,676,418.3,1348
84,532,676,418.3,1348
84,533,676,418.3,1348
84,534,676,418.3,1348
84,657,676,418.3,1348
84,658,676,418.3,1348
84,659,676,418.3,1348
84,1445,676,418.3,1348
84,1446,676,418.3,1348
84,1447,676,418.3,1348
85,116,671,112.4,4
85,134,671,112.4,4
85,273,671,112.4,4
85,455,671,112.4,4
85,466,671,112.4,4
85,789,671,112.4,4
85,802,671,112.4,4
85,1124,671,112.4,4
86,100,614,259.17,1137
86,135,614,259.17,1137
86,496,614,259.17,1137
86,1296,614,259.17,1137
86,1528,614,259.17,1137
87,136,392,188.5,1139
87,430,392,188.5,1139
87,744,392,188.5,1139
87,782,392,188.5,1139
87,1183,392,188.5,1139
87,1481,392,188.5,1139
87,1554,392,188.5,1139
90,140,133,257.1,997
90,141,133,257.1,997
90,142,133,257.1,997
90,143,133,257.1,997
90,144,133,257.1,997
90,214,133,257.1,997
90,215,133,257.1,997
90,216,133,257.1,997
90,217,133,257.1,997
90,218,133,257.1,997
90,610,133,257.1,997
90,611,133,257.1,997
90,612,133,257.1,997
90,613,133,257.1,997
90,614,133,257.1,997
90,674,133,257.1,997
90,675,133,257.1,997
90,676,133,257.1,997
90,677,133,257.1,997
90,678,133,257.1,997
90,140,133,257.1,997
90,141,133,257.1,997
90,142,133,257.1,997
90,143,133,257.1,997
90,144,133,257.1,997
90,214,133,257.1,997
90,215,133,257.1,997
90,216,133,257.1,997
90,217,133,257.1,997
90,218,133,257.1,997
90,610,133,257.1,997
90,611,133,257.1,997
90,612,133,257.1,997
90,613,133,257.1,997
90,614,133,257.1,997
90,674,133,257.1,997
90,675,133,257.1,997
90,676,133,257.1,997
90,677,133,257.1,997
90,678,133,257.1,997
90,140,133,257.1,997
90,141,133,257.1,997
90,142,133,257.1,997
90,143,133,257.1,997
90,144,133,257.1,997
90,214,133,257.1,997
90,215,133,257.1,997
90,216,133,257.1,997
90,217,133,257.1,997
90,218,133,257.1,997
90,610,133,257.1,997
90,611,133,257.1,997
90,612,133,257.1,997
90,613,133,257.1,997
90,614,133,257.1,997
90,674,133,257.1,997
90,675,133,257.1,997
90,676,133,257.1,997
90,677,133,257.1,997
90,678,133,257.1,997
90,140,133,257.1,997
90,141,133,257.1,997
90,142,133,257.1,997
90,143,133,257.1,997
90,144,133,257.1,997
90,214,133,257.1,997
90,215,133,257.1,997
90,216,133,257.1,997
90,217,133,257.1,997
90,218,133,257.1,997
90,610,133,257.1,997
90,611,133,257.1,997
90,612,133,257.1,997
90,613,133,257.1,997
90,614,133,257.1,997
90,674,133,257.1,997
90,675,133,257.1,997
90,676,133,257.1,997
90,677,133,257.1,997
90,678,133,257.1,997
90,140,133,257.1,997
90,141,133,257.1,997
90,142,133,257.1,997
90,143,133,257.1,997
90,144,133,257.1,997
90,214,133,257.1,997
90,215,133,257.1,997
90,216,133,257.1,997
90,217,133,257.1,997
90,218,133,257.1,997
90,610,133,257.1,997
90,611,133,257.1,997
90,612,133,257.1,997
90,613,133,257.1,997
90,614,133,257.1,997
90,674,133,257.1,997
90,675,133,257.1,997
90,676,133,257.1,997
90,677,133,257.1,997
90,678,133,257.1,997
93,147,125,53.02,1413
93,232,125,53.02,1413
93,489,125,53.02,1413
93,750,125,53.02,1413
93,871,125,53.02,1413
93,882,125,53.02,1413
93,1004,125,53.02,1413
95,60,756,308.31,644
95,151,756,308.31,644
95,1355,756,308.31,644
95,1397,756,308.31,644
98,35,1180,296.84,865
98,154,1180,296.84,865
98,1104,1180,296.84,865
98,1182,1180,296.84,865
98,1269,1180,296.84,865
98,1540,1180,296.84,865
102,158,1359,468.81,1088
102,222,1359,468.81,1088
102,235,1359,468.81,1088
102,267,1359,468.81,1088
102,714,1359,468.81,1088
102,814,1359,468.81,1088
103,159,117,330.91,1494
103,513,117,330.91,1494
103,514,117,330.91,1494
103,888,117,330.91,1494
103,1370,117,330.91,1494
103,1396,117,330.91,1494
103,1415,117,330.91,1494
107,167,509,70.81,1350
107,758,509,70.81,1350
107,796,509,70.81,1350
107,887,509,70.81,1350
108,168,366,157.92,1413
108,169,366,157.92,1413
108,357,366,157.92,1413
108,358,366,157.92,1413
108,518,366,157.92,1413
108,519,366,157.92,1413
108,1303,366,157.92,1413
108,1304,366,157.92,1413
