Customer_id,Account_id,Transaction_id,Loan_id
33,1259,43,47
33,1260,43,47
33,1261,43,47
33,71,43,48
33,72,43,48
33,73,43,48
33,200,43,48
33,201,43,48
33,202,43,48
33,297,43,48
33,298,43,48
33,299,43,48
33,409,43,48
33,410,43,48
33,411,43,48
33,728,43,48
33,729,43,48
33,730,43,48
33,736,43,48
33,737,43,48
33,738,43,48
33,879,43,48
33,880,43,48
33,881,43,48
33,1259,43,48
33,1260,43,48
33,1261,43,48
33,71,43,49
33,72,43,49
33,73,43,49
33,200,43,49
33,201,43,49
33,202,43,49
33,297,43,49
33,298,43,49
33,299,43,49
33,409,43,49
33,410,43,49
33,411,43,49
33,728,43,49
33,729,43,49
33,730,43,49
33,736,43,49
33,737,43,49
33,738,43,49
33,879,43,49
33,880,43,49
33,881,43,49
33,1259,43,49
33,1260,43,49
33,1261,43,49
34,74,44,50
34,231,44,50
34,520,44,50
34,636,44,50
34,735,44,50
34,807,44,50
34,1116,44,50
34,1505,44,50
35,75,45,51
35,663,45,51
35,964,45,51
35,1028,45,51
35,1165,45,51
35,1230,45,51
35,1537,45,51
19,76,46,27
19,927,46,27
19,1112,46,27
19,1328,46,27
3,77,47,6
3,78,47,6
3,79,47,6
3,131,47,6
3,132,47,6
3,133,47,6
3,314,47,6
3,315,47,6
3,316,47,6
3,436,47,6
3,437,47,6
3,438,47,6
3,532,47,6
3,533,47,6
3,534,47,6
3,657,47,6
3,658,47,6
3,659,47,6
3,1445,47,6
3,1446,47,6
3,1447,47,6
3,77,47,7
3,78,47,7
3,79,47,7
3,131,47,7
3,132,47,7
3,133,47,7
3,314,47,7
3,315,47,7
3,316,47,7
3,436,47,7
3,437,47,7
3,438,47,7
3,532,47,7
3,533,47,7
3,534,47,7
3,657,47,7
3,658,47,7
3,659,47,7
3,1445,47,7
3,1446,47,7
3,1447,47,7
3,77,47,8
3,78,47,8
3,79,47,8
3,131,47,8
3,132,47,8
3,133,47,8
3,314,47,8
3,315,47,8
3,316,47,8
3,436,47,8
3,437,47,8
3,438,47,8
3,532,47,8
3,533,47,8
3,534,47,8
3,657,47,8
3,658,47,8
3,659,47,8
3,1445,47,8
3,1446,47,8
3,1447,47,8
21,43,48,31
21,44,48,31
21,45,48,31
21,80,48,31
21,81,48,31
21,82,48,31
21,83,48,31
21,84,48,31
21,85,48,31
21,420,48,31
21,421,48,31
21,422,48,31
21,1054,48,31
21,1055,48,31
21,1056,48,31
21,1502,48,31
21,1503,48,31
21,1504,48,31
21,43,48,32
21,44,48,32
21,45,48,32
21,80,48,32
21,81,48,32
21,82,48,32
21,83,48,32
21,84,48,32
21,85,48,32
21,420,48,32
21,421,48,32
21,422,48,32
21,1054,48,32
21,1055,48,32
21,1056,48,32
21,1502,48,32
21,1503,48,32
21,1504,48,32
21,43,48,33
21,44,48,33
21,45,48,33
21,80,48,33
21,81,48,33
21,82,48,33
21,83,48,33
21,84,48,33
21,85,48,33
21,420,48,33
21,421,48,33
21,422,48,33
21,1054,48,33
21,1055,48,33
21,1056,48,33
21,1502,48,33
21,1503,48,33
21,1504,48,33
21,43,49,31
21,44,49,31
21,45,49,31
21,80,49,31
21,81,49,31
21,82,49,31
21,83,49,31
21,84,49,31
21,85,49,31
21,420,49,31
21,421,49,31
21,422,49,31
21,1054,49,31
21,1055,49,31
21,1056,49,31
21,1502,49,31
21,1503,49,31
21,1504,49,31
21,43,49,32
21,44,49,32
21,45,49,32
21,80,49,32
21,81,49,32
21,82,49,32
21,83,49,32
21,84,49,32
21,85,49,32
21,420,49,32
21,421,49,32
21,422,49,32
21,1054,49,32
21,1055,49,32
21,1056,49,32
21,1502,49,32
21,1503,49,32
21,1504,49,32
21,43,49,33
21,44,49,33
21,45,49,33
21,80,49,33
21,81,49,33
21,82,49,33
21,83,49,33
21,84,49,33
21,85,49,33
21,420,49,33
21,421,49,33
21,422,49,33
21,1054,49,33
21,1055,49,33
21,1056,49,33
21,1502,49,33
21,1503,49,33
21,1504,49,33
6,86,50,12
6,263,50,12
6,1083,50,12
6,1406,50,12
2,2,51,2
2,3,51,2
2,4,51,2
2,5,51,2
2,87,51,2
2,88,51,2
2,89,51,2
2,90,51,2
2,740,51,2
2,741,51,2
2,742,51,2
2,743,51,2
2,931,51,2
2,932,51,2
2,933,51,2
2,934,51,2
2,1351,51,2
2,1352,51,2
2,1353,51,2
2,1354,51,2
2,1374,51,2
2,1375,51,2
2,1376,51,2
2,1377,51,2
2,2,51,3
2,3,51,3
2,4,51,3
2,5,51,3
2,87,51,3
2,88,51,3
2,89,51,3
2,90,51,3
2,740,51,3
2,741,51,3
2,742,51,3
2,743,51,3
2,931,51,3
2,932,51,3
2,933,51,3
2,934,51,3
2,1351,51,3
2,1352,51,3
2,1353,51,3
2,1354,51,3
2,1374,51,3
2,1375,51,3
2,1376,51,3
2,1377,51,3
2,2,51,4
2,3,51,4
2,4,51,4
2,5,51,4
2,87,51,4
2,88,51,4
2,89,51,4
2,90,51,4
2,740,51,4
2,741,51,4
2,742,51,4
2,743,51,4
2,931,51,4
2,932,51,4
2,933,51,4
2,934,51,4
2,1351,51,4
2,1352,51,4
2,1353,51,4
2,1354,51,4
2,1374,51,4
2,1375,51,4
2,1376,51,4
2,1377,51,4
2,2,51,5
2,3,51,5
2,4,51,5
2,5,51,5
2,87,51,5
2,88,51,5
2,89,51,5
2,90,51,5
2,740,51,5
2,741,51,5
2,742,51,5
2,743,51,5
2,931,51,5
2,932,51,5
2,933,51,5
2,934,51,5
2,1351,51,5
2,1352,51,5
2,1353,51,5
2,1354,51,5
2,1374,51,5
2,1375,51,5
2,1376,51,5
2,1377,51,5
36,91,52,1
36,221,52,1
36,367,52,1
36,1346,52,1
37,92,53,1
37,257,53,1
37,576,53,1
37,708,53,1
37,885,53,1
37,909,53,1
37,1541,53,1
12,93,54,17
12,182,54,17
12,193,54,17
12,256,54,17
12,386,54,17
12,684,54,17
12,704,54,17
12,851,54,17
12,1439,54,17
38,94,55,52
38,188,55,52
38,255,55,52
38,528,55,52
18,95,56,26
18,153,56,26
18,228,56,26
18,237,56,26
18,264,56,26
18,801,56,26
18,894,56,26
18,901,56,26
18,951,56,26
18,1134,56,26
39,96,57,53
39,655,57,53
39,955,57,53
39,1003,57,53
39,1108,57,53
39,1534,57,53
31,97,58,1
31,155,58,1
31,205,58,1
31,431,58,1
31,563,58,1
31,806,58,1
31,1148,58,1
31,1515,58,1
40,98,59,54
40,146,59,54
40,447,59,54
40,454,59,54
40,833,59,54
40,953,59,54
40,1128,59,54
40,1154,59,54
41,99,60,55
41,523,60,55
41,634,60,55
41,769,60,55
41,1383,60,55
24,100,61,1
24,135,61,1
24,496,61,1
24,1296,61,1
24,1528,61,1
12,101,62,17
12,360,62,17
12,412,62,17
12,877,62,17
12,1270,62,17
12,1306,62,17
12,1425,62,17
36,102,63,1
36,705,63,1
36,791,63,1
36,860,63,1
36,1533,63,1
9,103,64,1
9,656,64,1
9,1059,64,1
9,1109,64,1
9,1315,64,1
28,59,65,41
28,104,65,41
28,185,65,41
28,189,65,41
28,240,65,41
28,336,65,41
28,432,65,41
28,451,65,41
28,603,65,41
28,627,65,41
28,638,65,41
28,1414,65,41
42,105,66,1
42,910,66,1
42,956,66,1
42,1005,66,1
42,1283,66,1
6,106,67,12
6,170,67,12
6,356,67,12
6,615,67,12
6,1179,67,12
6,1526,67,12
25,107,68,1
25,393,68,1
25,944,68,1
25,1164,68,1
43,108,69,56
43,192,69,56
43,1121,69,56
32,68,70,45
32,69,70,45
32,109,70,45
32,110,70,45
32,119,70,45
32,120,70,45
32,203,70,45
32,204,70,45
32,1409,70,45
32,1410,70,45
32,1466,70,45
32,1467,70,45
32,68,70,46
32,69,70,46
32,109,70,46
32,110,70,46
32,119,70,46
32,120,70,46
32,203,70,46
32,204,70,46
32,1409,70,46
32,1410,70,46
32,1466,70,46
32,1467,70,46
44,111,71,1
44,355,71,1
44,713,71,1
44,979,71,1
45,112,72,57
45,113,72,57
45,389,72,57
45,390,72,57
45,448,72,57
45,449,72,57
45,987,72,57
45,988,72,57
45,1398,72,57
45,1399,72,57
45,112,72,58
45,113,72,58
45,389,72,58
45,390,72,58
45,448,72,58
45,449,72,58
45,987,72,58
45,988,72,58
45,1398,72,58
45,1399,72,58
46,114,73,59
46,115,73,59
46,190,73,59
46,191,73,59
46,483,73,59
46,484,73,59
46,825,73,59
46,826,73,59
46,993,73,59
46,994,73,59
46,114,73,60
46,115,73,60
46,190,73,60
46,191,73,60
46,483,73,60
46,484,73,60
46,825,73,60
46,826,73,60
46,993,73,60
46,994,73,60
17,116,74,25
17,134,74,25
17,273,74,25
17,455,74,25
17,466,74,25
17,789,74,25
17,802,74,25
17,1124,74,25
5,117,75,11
5,902,75,11
5,1114,75,11
5,1520,75,11
5,1553,75,11
36,118,76,1
36,1098,76,1
36,1314,76,1
36,1350,76,1
32,68,77,45
32,69,77,45
32,109,77,45
32,110,77,45
32,119,77,45
32,120,77,45
32,203,77,45
32,204,77,45
32,1409,77,45
32,1410,77,45
32,1466,77,45
32,1467,77,45
32,68,77,46
32,69,77,46
32,109,77,46
32,110,77,46
32,119,77,46
32,120,77,46
32,203,77,46
32,204,77,46
32,1409,77,46
32,1410,77,46
32,1466,77,46
32,1467,77,46
47,121,78,61
47,482,78,61
47,1029,78,61
48,122,79,62
48,123,79,62
48,124,79,62
48,671,79,62
48,672,79,62
48,673,79,62
48,844,79,62
48,845,79,62
48,846,79,62
48,1080,79,62
48,1081,79,62
48,1082,79,62
48,1099,79,62
48,1100,79,62
48,1101,79,62
48,1544,79,62
48,1545,79,62
48,1546,79,62
48,122,79,63
48,123,79,63
48,124,79,63
48,671,79,63
48,672,79,63
48,673,79,63
48,844,79,63
48,845,79,63
48,846,79,63
48,1080,79,63
48,1081,79,63
48,1082,79,63
48,1099,79,63
48,1100,79,63
48,1101,79,63
48,1544,79,63
48,1545,79,63
48,1546,79,63
48,122,79,64
48,123,79,64
48,124,79,64
48,671,79,64
48,672,79,64
48,673,79,64
48,844,79,64
48,845,79,64
48,846,79,64
48,1080,79,64
48,1081,79,64
48,1082,79,64
48,1099,79,64
48,1100,79,64
48,1101,79,64
48,1544,79,64
48,1545,79,64
48,1546,79,64
15,125,80,21
15,312,80,21
15,313,80,21
15,450,80,21
15,904,80,21
46,126,81,59
46,127,81,59
46,211,81,59
46,212,81,59
46,400,81,59
46,401,81,59
46,441,81,59
46,442,81,59
46,1158,81,59
46,1159,81,59
46,1245,81,59
46,1246,81,59
46,1426,81,59
46,1427,81,59
46,126,81,60
46,127,81,60
46,211,81,60
46,212,81,60
46,400,81,60
46,401,81,60
46,441,81,60
46,442,81,60
46,1158,81,60
46,1159,81,60
46,1245,81,60
46,1246,81,60
46,1426,81,60
46,1427,81,60
22,128,82,34
22,129,82,34
22,581,82,34
22,582,82,34
22,643,82,34
22,644,82,34
22,128,82,35
22,129,82,35
22,581,82,35
22,582,82,35
22,643,82,35
22,644,82,35
39,130,83,53
39,244,83,53
39,285,83,53
39,512,83,53
39,800,83,53
39,859,83,53
39,1151,83,53
39,1292,83,53
39,1327,83,53
3,77,84,6
3,78,84,6
3,79,84,6
3,131,84,6
3,132,84,6
3,133,84,6
3,314,84,6
3,315,84,6
3,316,84,6
3,436,84,6
3,437,84,6
3,438,84,6
3,532,84,6
3,533,84,6
3,534,84,6
3,657,84,6
3,658,84,6
3,659,84,6
3,1445,84,6
3,1446,84,6
3,1447,84,6
3,77,84,7
3,78,84,7
3,79,84,7
3,131,84,7
3,132,84,7
3,133,84,7
3,314,84,7
3,315,84,7
3,316,84,7
3,436,84,7
3,437,84,7
3,438,84,7
3,532,84,7
3,533,84,7
3,534,84,7
3,657,84,7
3,658,84,7
3,659,84,7
3,1445,84,7
3,1446,84,7
3,1447,84,7
3,77,84,8
3,78,84,8
3,79,84,8
3,131,84,8
3,132,84,8
3,133,84,8
3,314,84,8
3,315,84,8
3,316,84,8
3,436,84,8
3,437,84,8
3,438,84,8
3,532,84,8
3,533,84,8
3,534,84,8
3,657,84,8
3,658,84,8
3,659,84,8
3,1445,84,8
3,1446,84,8
3,1447,84,8
17,116,85,25
17,134,85,25
17,273,85,25
17,455,85,25
17,466,85,25
17,789,85,25
17,802,85,25
17,1124,85,25
24,100,86,1
24,135,86,1
24,496,86,1
24,1296,86,1
24,1528,86,1
6,136,87,12
6,430,87,12
6,744,87,12
6,782,87,12
6,1183,87,12
6,1481,87,12
6,1554,87,12
49,137,88,1
49,284,88,1
50,138,89,65
50,139,89,65
50,270,89,65
50,271,89,65
50,616,89,65
50,617,89,65
50,794,89,65
50,795,89,65
50,1118,89,65
50,1119,89,65
50,138,89,66
50,139,89,66
50,270,89,66
50,271,89,66
50,616,89,66
50,617,89,66
50,794,89,66
50,795,89,66
